WiFi	LTE-U
3.25	3.25
2.25	2.25
2.6	3.25
2.25	2.25
4.333333333333333	3.0
2.25	2.5
3.25	2.25
3.0	3.6
3.25	2.5
3.25	3.533333333333333
2.25	2.25
4.333333333333333	4.0
2.25	3.533333333333333
3.5	3.25
3.5	3.25
2.25	2.25
3.25	3.0
2.6	2.5
4.333333333333333	3.0
4.333333333333333	3.25
2.25	3.25
4.0	3.25
2.1666666666666665	2.25
2.25	3.533333333333333
3.0	3.25
2.25	2.7
3.6	2.6
2.6	3.533333333333333
2.1666666666666665	2.6
4.0	3.25
2.25	3.0
3.0	3.25
2.25	4.333333333333333
2.7	2.6
2.25	2.25
2.25	3.3125
2.1666666666666665	2.25
2.25	3.3125
2.1666666666666665	3.0
2.6	3.0
2.7	3.3125
2.25	3.25
2.25	3.3125
2.25	2.25
2.25	3.3125
2.6	4.0
3.25	3.25
2.25	3.1176470588235294
2.25	2.1666666666666665
2.25	2.25
2.25	2.25
2.25	2.25
2.6	3.1176470588235294
3.25	3.0
2.25	2.6
3.25	2.25
2.25	3.0
2.1666666666666665	4.333333333333333
2.25	2.25
2.6	2.25
3.0	3.25
2.25	2.25
2.6	2.25
3.0	2.25
2.6	3.25
2.1666666666666665	3.1176470588235294
2.25	3.25
2.1666666666666665	2.6
2.1666666666666665	2.5
3.25	2.25
4.333333333333333	3.25
2.25	2.6
2.25	3.5
3.25	2.25
3.0	3.25
2.25	2.25
2.1666666666666665	3.0
2.25	2.6
2.25	3.1176470588235294
2.25	3.0
2.25	2.25
3.0	2.25
3.0	3.25
3.25	2.25
3.25	3.25
4.333333333333333	3.0
3.25	3.0
2.25	2.1666666666666665
2.25	2.25
3.0	3.0
2.6	2.25
2.25	4.333333333333333
2.25	2.7
3.25	3.0
4.333333333333333	3.1176470588235294
2.1666666666666665	3.25
4.333333333333333	3.25
2.6	3.25
2.1666666666666665	3.25
4.0	3.0
3.25	3.1176470588235294
2.25	3.0
4.5	3.25
3.25	3.25
3.0	3.25
3.25	3.0
2.6	3.0
3.25	3.5714285714285716
3.0	3.25
4.333333333333333	3.25
2.6	2.6
3.25	2.25
3.0	3.5
3.25	2.25
2.6	3.6
2.6	2.1666666666666665
2.1666666666666665	2.5
3.25	3.6
3.375	2.25
3.0	2.25
2.25	3.25
3.25	2.1666666666666665
2.7	3.25
2.25	9.0
2.25	2.1666666666666665
3.0	2.25
2.6	2.1666666666666665
4.333333333333333	2.5
2.6	2.5
2.25	3.25
4.333333333333333	3.5714285714285716
3.25	3.25
3.375	2.25
3.25	4.333333333333333
2.25	3.25
3.0	4.0
4.333333333333333	2.25
3.5	5.2
3.0	4.0
2.25	3.0
2.25	3.1176470588235294
2.25	3.0
2.6	2.25
3.25	3.1176470588235294
2.25	2.25
2.6	3.25
3.25	2.25
4.333333333333333	3.25
2.25	3.25
3.25	3.0
2.6	2.6
3.25	2.25
3.25	2.6
3.375	3.0
3.25	3.1176470588235294
3.5714285714285716	4.5
3.0	2.25
2.6	4.5
3.375	3.25
3.25	3.25
2.6	2.6
2.25	3.1176470588235294
2.1666666666666665	2.25
3.0	4.333333333333333
3.0	3.0
3.25	3.1176470588235294
2.25	2.1666666666666665
3.25	3.0
2.25	2.6
3.25	2.25
2.25	3.25
3.0	3.0
2.25	3.1176470588235294
2.7	3.25
2.25	4.333333333333333
3.25	3.25
3.25	4.333333333333333
3.25	2.7
2.25	4.333333333333333
2.25	4.333333333333333
2.25	2.25
2.25	3.25
3.25	2.7
2.25	4.5
3.25	2.7
3.375	3.0
2.25	3.1176470588235294
2.25	3.25
3.25	3.1176470588235294
2.25	2.6
2.1666666666666665	3.1176470588235294
2.25	3.6
2.25	3.25
3.25	2.25
3.0	2.5
2.25	3.0
2.25	4.0
4.333333333333333	3.0
3.25	2.7
3.0	2.5
3.25	3.25
2.7	2.25
2.6	3.25
2.25	3.0
3.25	3.0
3.0	3.25
2.25	3.25
3.375	2.25
2.25	3.25
3.0	4.333333333333333
2.25	4.333333333333333
3.375	3.0
3.0	3.0
3.0	3.25
4.333333333333333	3.25
3.25	4.333333333333333
2.25	3.0
2.25	3.0
2.6	2.5
3.25	3.375
3.5714285714285716	3.25
4.333333333333333	2.25
3.0	4.333333333333333
3.0	3.0
3.25	2.789473684210526
3.25	2.789473684210526
3.0	2.25
2.6	3.25
2.6	3.25
3.375	4.333333333333333
3.6	2.789473684210526
4.333333333333333	3.25
3.0	2.789473684210526
3.0	4.333333333333333
3.0	3.375
3.25	3.25
4.5	4.333333333333333
4.333333333333333	2.25
2.6	3.25
3.25	2.789473684210526
3.375	2.789473684210526
4.5	3.25
5.2	3.0
3.25	3.375
3.0	3.6
5.2	2.25
3.0	3.0
2.25	3.25
3.0	4.333333333333333
3.25	2.25
5.2	3.25
3.25	4.0
4.5	2.1666666666666665
2.6	3.25
2.6	2.6
3.25	3.0
3.25	2.6
3.375	3.6
3.0	3.375
2.25	3.25
3.0	3.0
3.25	2.789473684210526
3.375	3.375
4.333333333333333	3.0
2.25	3.25
4.333333333333333	3.25
2.6	2.25
3.25	2.5
3.25	3.375
2.25	2.7
2.25	3.25
3.25	3.0
4.333333333333333	2.789473684210526
3.0	2.25
3.25	3.25
3.0	3.0
3.25	3.0
4.333333333333333	2.6
3.0	3.0
3.25	3.0
3.25	2.6
3.25	3.0
2.6	3.25
3.375	4.0
3.375	3.0
3.0	3.375
3.375	3.0
3.0	3.25
3.5	2.25
3.375	5.2
4.333333333333333	2.789473684210526
3.25	3.0
3.375	3.25
3.0	3.0
3.25	3.25
3.25	3.375
3.0	3.1176470588235294
3.25	3.0
3.25	4.333333333333333
4.333333333333333	3.25
3.25	3.0
4.0	3.0
3.375	2.6
3.0	3.0
3.0	3.25
2.6	3.25
3.25	4.5
3.0	2.789473684210526
3.0	3.25
3.375	4.5
4.5	3.25
3.375	4.0
3.25	3.0
4.5	3.533333333333333
3.375	3.0
3.25	3.0
2.6	4.333333333333333
3.0	2.789473684210526
3.25	3.25
2.6	3.0
2.6	3.0
2.25	3.25
4.333333333333333	3.533333333333333
2.25	3.25
4.5	3.0
3.6	4.333333333333333
3.25	2.25
2.25	3.0
3.25	3.25
3.0	2.789473684210526
4.5	2.6
4.333333333333333	3.375
4.5	4.5
4.5	3.0
4.5	2.25
2.25	3.533333333333333
3.25	3.0
2.6	3.25
3.375	3.25
3.25	3.375
3.25	2.25
3.25	3.0
3.0	3.25
3.5	3.0
2.7	3.25
4.5	4.333333333333333
3.0	3.0
3.5	6.5
4.333333333333333	3.25
3.25	3.0
3.0	3.5
3.25	5.2
3.0	4.5
3.0	2.5
3.6	2.789473684210526
3.0	4.333333333333333
4.333333333333333	4.5
2.25	2.25
4.5	3.375
3.25	4.5
4.5	3.0
2.6	2.7
2.25	4.333333333333333
3.0	3.25
3.25	3.25
3.25	2.789473684210526
4.5	3.0
4.5	3.0
4.5	4.5
4.5	3.1176470588235294
3.0	3.25
4.5	2.5
2.25	3.75
2.6	4.5
4.5	3.25
2.7	2.25
3.25	3.25
2.6	2.7
2.25	3.25
3.0	5.2
4.5	3.6
2.6	2.25
4.0	3.0
3.25	3.25
5.2	3.25
4.333333333333333	2.789473684210526
3.0	3.5
3.5	2.6
2.6	4.076923076923077
4.333333333333333	3.0
2.7	4.5
4.0	4.0
3.25	4.5
3.25	4.5
3.25	4.333333333333333
3.25	3.375
4.5	4.5
3.6	4.333333333333333
5.2	2.6
4.333333333333333	3.0
3.5	3.25
4.333333333333333	2.7
3.6	3.375
3.375	3.0
4.5	4.5
4.5	3.25
3.0	4.5
3.375	3.0
2.7	3.25
3.25	2.7
4.5	3.25
3.0	4.333333333333333
3.0	2.7
3.25	3.0
3.25	2.6
2.6	3.0
3.0	3.25
3.25	3.0
3.375	3.25
3.0	2.789473684210526
4.333333333333333	3.7857142857142856
2.1666666666666665	3.25
4.333333333333333	3.25
3.0	3.25
4.0	5.2
3.0	3.375
3.25	3.0
5.2	3.7857142857142856
3.25	3.0
2.6	3.25
3.0	2.789473684210526
3.25	2.6
2.6	3.25
3.0	3.7857142857142856
3.25	3.25
3.25	3.375
4.333333333333333	3.25
3.0	3.25
3.25	3.25
3.0	3.0
3.0	2.789473684210526
4.333333333333333	3.0
2.7	3.25
3.0	2.1666666666666665
3.0	4.5
3.6	3.25
3.0	3.0
3.0	2.6
3.0	3.0
3.0	3.0
3.25	3.0
3.25	3.0
2.7	2.6
3.25	3.75
3.0	2.6
2.25	3.0
4.333333333333333	4.333333333333333
3.25	3.25
2.25	3.25
3.0	3.25
5.2	2.6
4.333333333333333	3.0
3.25	3.0
2.6	3.25
2.6	3.25
3.0	3.25
3.25	3.25
3.25	2.7
2.25	3.0
3.25	2.7
2.7	3.7857142857142856
2.25	3.25
4.333333333333333	2.5
3.0	2.25
2.25	4.5
2.6	3.0
3.25	3.25
3.25	5.2
3.0	2.25
2.25	2.6
4.0	4.5
3.25	2.789473684210526
3.0	2.25
2.7	3.7857142857142856
2.25	3.533333333333333
5.2	3.0
2.25	3.0
3.25	4.0
3.0	4.333333333333333
2.7	3.25
4.333333333333333	2.7
3.25	3.25
3.0	2.6
2.6	2.5
3.0	2.6
2.25	2.25
3.0	3.25
3.0	4.5
3.0	4.333333333333333
3.0	2.25
3.0	3.25
3.25	3.0
3.25	2.25
2.6	4.333333333333333
3.25	3.25
2.7	3.7857142857142856
4.0	4.333333333333333
2.25	3.25
2.25	3.25
2.6	2.7
3.0	3.0
3.6	3.25
2.6	3.0
3.25	2.5
3.25	2.25
2.25	2.7
3.25	3.7857142857142856
2.25	2.7
3.0	5.2
5.2	2.7
3.25	3.7857142857142856
3.25	2.25
2.25	3.0
3.25	3.0
2.25	4.0
3.0	3.25
3.25	2.6
3.0	3.25
3.25	3.7857142857142856
3.25	3.0
2.25	2.5
3.25	3.25
3.25	2.25
4.333333333333333	4.076923076923077
3.0	4.333333333333333
3.25	3.375
4.0	3.7857142857142856
2.6	3.7857142857142856
3.25	4.076923076923077
2.7	3.0
3.25	4.333333333333333
3.5714285714285716	2.6
2.25	2.7
2.25	2.25
2.25	3.0
3.0	2.25
5.2	3.25
3.0	2.6
3.0	3.25
3.0	3.0
3.25	2.25
3.25	2.25
2.25	3.25
2.25	4.333333333333333
3.0	3.0
2.25	3.0
2.25	3.25
3.25	2.5
3.25	3.25
3.0	3.7857142857142856
3.0	2.5
4.333333333333333	2.25
2.6	2.6
2.7	3.7857142857142856
2.6	2.25
3.25	2.6
2.6	2.25
2.25	3.5
2.25	4.333333333333333
3.0	3.7857142857142856
2.25	3.0
3.0	2.5
3.0	3.7857142857142856
3.25	3.25
3.0	3.0
3.25	3.7857142857142856
2.25	2.25
2.25	3.25
3.25	4.333333333333333
3.25	3.25
3.0	2.25
3.25	3.0
2.6	5.2
3.25	2.7
2.7	3.25
2.6	4.333333333333333
2.25	3.25
3.0	2.25
2.25	3.25
2.25	2.25
3.25	3.1176470588235294
3.25	4.333333333333333
2.6	3.25
3.0	3.5
3.25	3.0
2.25	3.0
3.25	2.25
3.25	2.6
2.6	2.6
4.333333333333333	3.25
3.25	3.25
2.7	4.333333333333333
3.25	3.25
2.6	3.25
2.25	2.1666666666666665
3.25	3.1176470588235294
4.0	3.25
2.6	2.25
3.25	3.0
3.25	2.25
4.0	3.0
2.7	2.7
4.5	4.333333333333333
2.7	3.25
4.0	3.1176470588235294
4.333333333333333	2.25
3.0	3.1176470588235294
3.0	4.333333333333333
2.7	3.25
2.25	3.0
4.333333333333333	2.7
3.25	3.25
3.0	2.5
3.0	4.333333333333333
3.0	3.25
2.6	3.25
3.0	3.0
5.2	2.6
3.0	2.25
5.2	3.0
3.25	2.6
3.25	3.1176470588235294
3.25	3.25
3.25	2.25
2.6	3.1176470588235294
2.25	4.333333333333333
3.0	2.25
5.2	2.5
4.333333333333333	3.375
3.25	3.0
2.6	3.0
4.333333333333333	2.25
3.0	3.0
3.25	3.1176470588235294
2.25	3.25
2.25	2.7
3.0	3.0
4.0	3.25
2.25	3.3125
3.25	3.25
2.25	2.1666666666666665
2.25	3.25
3.0	3.25
4.333333333333333	3.25
3.25	3.7857142857142856
3.25	2.5
4.333333333333333	2.7
2.25	2.7
2.25	3.0
4.333333333333333	4.5
2.6	3.0
2.6	4.333333333333333
3.5714285714285716	2.7
3.0	3.0
2.25	2.5
4.333333333333333	3.0
4.0	4.333333333333333
3.0	4.333333333333333
2.6	4.0
2.1666666666666665	3.25
3.0	3.1176470588235294
2.25	2.25
3.0	2.6
2.1666666666666665	3.25
2.6	4.333333333333333
2.25	3.25
2.25	3.1176470588235294
3.0	3.1176470588235294
2.25	3.25
3.0	3.0
2.25	3.25
2.7	2.6
4.333333333333333	3.0
3.25	3.0
3.25	3.25
3.25	2.25
2.25	2.5
3.25	3.25
5.2	3.25
2.25	3.25
3.25	3.0
3.25	2.25
3.0	3.0
3.25	3.25
2.7	3.25
2.6	2.25
2.25	2.25
3.375	2.25
3.0	2.25
2.25	3.0
2.6	3.0
2.25	2.25
3.0	2.25
2.25	3.25
5.2	2.5
3.25	3.25
2.25	4.0
4.333333333333333	2.6
3.0	4.333333333333333
3.25	5.2
3.25	2.6
2.25	3.0
3.25	2.1666666666666665
3.25	2.5
4.333333333333333	2.6
2.6	2.25
4.5	2.25
2.25	2.9444444444444446
3.0	3.0
3.0	2.25
3.25	3.25
3.25	2.25
4.333333333333333	3.375
2.6	3.25
2.1666666666666665	3.25
2.6	2.25
5.2	2.25
3.6	2.6
3.25	4.333333333333333
2.6	2.25
2.25	2.5
3.25	2.1666666666666665
2.25	2.25
2.25	2.6
3.25	3.25
3.25	5.2
2.7	2.7
2.25	4.333333333333333
2.25	2.25
3.0	3.25
3.25	3.375
2.6	4.333333333333333
3.25	4.333333333333333
3.6	4.333333333333333
2.25	2.9444444444444446
2.25	3.25
3.0	2.25
3.25	3.25
2.25	2.1666666666666665
3.25	3.375
2.25	2.25
5.2	4.333333333333333
3.25	2.5
3.0	3.0
3.375	6.5
2.25	5.2
4.0	2.25
2.25	2.9444444444444446
2.25	2.7
2.25	2.9444444444444446
4.5	2.25
2.6	3.0
4.5	2.25
2.25	2.5
2.25	2.25
2.25	2.9444444444444446
3.375	2.1666666666666665
2.6	3.0
2.7	2.25
3.25	2.25
3.25	3.25
2.25	4.333333333333333
3.375	3.25
2.25	3.0
3.6	2.25
3.25	2.5
5.2	4.333333333333333
2.25	2.9444444444444446
3.25	2.9444444444444446
3.0	2.9444444444444446
3.25	3.25
3.25	4.333333333333333
2.7	2.5
4.333333333333333	3.0
2.25	3.5
2.6	3.0
3.0	2.25
4.0	4.333333333333333
2.25	2.25
2.25	4.5
2.25	5.2
2.25	2.6
2.25	4.5
3.25	3.0
2.25	2.25
3.25	3.0
2.1666666666666665	2.5
3.25	3.375
2.6	2.25
3.25	2.5
2.25	3.1176470588235294
2.6	2.9444444444444446
2.1666666666666665	2.1666666666666665
4.5	2.1666666666666665
4.5	3.5
4.0	2.9444444444444446
3.0	3.0
3.5714285714285716	3.25
2.25	2.9444444444444446
3.5	4.333333333333333
2.25	2.1666666666666665
3.25	3.25
3.25	2.6
2.25	4.5
2.25	3.25
2.1666666666666665	3.25
2.1666666666666665	3.25
2.6	2.6
3.25	3.25
6.5	2.6
2.7	4.5
3.0	3.25
2.6	2.6
4.333333333333333	2.6
2.25	2.25
2.25	5.2
3.25	2.9444444444444446
2.1666666666666665	2.25
3.0	3.0
2.1666666666666665	5.2
4.0	2.9444444444444446
2.7	3.0
2.25	2.1666666666666665
2.25	2.25
3.0	3.25
2.6	2.9444444444444446
3.25	3.25
4.333333333333333	2.7
3.25	2.5
5.2	4.5
2.25	2.25
2.6	2.5
3.25	2.25
4.333333333333333	4.333333333333333
2.25	3.1176470588235294
2.25	3.25
3.25	2.1666666666666665
5.2	2.9444444444444446
3.25	2.25
3.0	3.25
3.25	3.1176470588235294
2.6	2.6
2.25	2.25
2.6	3.75
3.0	2.25
2.6	3.25
3.25	2.6
3.5	3.25
3.0	2.25
3.375	2.25
3.0	3.0
3.0	2.9444444444444446
3.25	2.7
2.1666666666666665	3.0
2.25	3.1176470588235294
2.7	3.75
3.25	2.1666666666666665
2.25	3.1176470588235294
3.0	2.5
2.6	2.7
3.375	3.25
3.25	2.6
3.0	2.9444444444444446
4.333333333333333	3.375
2.25	2.6
2.6	3.25
3.0	3.0
3.0	2.25
2.25	3.0
3.0	3.0
3.25	3.25
3.25	2.7
2.1666666666666665	3.5
2.6	3.0
2.25	3.25
2.1666666666666665	2.5
3.0	3.0
3.0	2.5
3.25	3.25
4.333333333333333	2.25
2.6	3.25
3.0	2.1666666666666665
2.25	3.0
2.25	2.25
3.25	3.25
3.0	3.0
4.333333333333333	4.333333333333333
2.25	3.25
3.0	3.0
3.25	2.25
3.25	2.25
3.0	2.7
2.6	2.25
2.6	3.0
2.25	3.25
2.25	2.6
3.0	2.6
2.25	2.25
2.25	3.25
2.7	2.25
3.25	2.25
3.0	2.7
3.25	3.0
3.0	2.7
3.25	3.25
3.25	3.25
2.6	3.0
3.0	3.25
2.6	4.333333333333333
2.25	2.5238095238095237
2.25	3.0
3.25	2.25
3.25	3.6
4.333333333333333	2.5238095238095237
3.0	3.25
2.6	2.7
2.25	2.6
3.5	2.25
4.333333333333333	2.25
2.7	2.5
3.25	3.25
2.6	3.25
3.0	2.5
3.0	3.25
3.25	2.7
2.25	4.333333333333333
3.0	2.5238095238095237
3.6	3.25
2.25	2.5238095238095237
2.25	4.333333333333333
3.0	4.333333333333333
3.0	2.1666666666666665
2.25	2.7
2.6	3.0
2.6	3.0
3.25	2.6
2.25	3.0
2.6	2.25
3.0	3.25
3.25	2.7
2.25	2.6
3.375	4.333333333333333
2.6	3.0
4.333333333333333	2.5238095238095237
3.25	2.5238095238095237
3.0	3.0
2.25	2.7
2.25	3.6
3.25	3.25
3.25	2.25
3.25	2.25
3.0	3.0
2.7	3.25
4.333333333333333	2.5
2.7	3.25
3.5	3.25
3.25	3.25
2.6	3.375
3.0	3.25
3.5714285714285716	3.6
3.25	3.25
2.25	3.0
2.6	2.25
2.25	3.0
3.0	3.25
3.0	4.5
2.7	3.25
3.25	2.7
3.25	3.6
3.0	3.25
3.0	3.25
2.25	4.333333333333333
2.25	3.0
3.25	3.5
2.25	2.25
3.0	4.333333333333333
2.25	3.25
2.25	4.333333333333333
4.0	2.6
3.25	2.25
3.25	3.25
2.7	3.0
2.6	2.5238095238095237
2.25	3.25
2.25	2.5
3.6	3.25
2.25	3.25
3.0	3.0
2.25	2.25
4.333333333333333	3.1176470588235294
2.25	2.5238095238095237
3.0	2.7
2.6	2.25
3.25	4.333333333333333
2.6	3.0
3.0	2.5238095238095237
3.25	2.6
3.25	4.0
3.0	3.25
2.25	4.333333333333333
3.5	2.25
3.25	3.0
3.0	2.5238095238095237
3.25	2.25
3.25	2.5238095238095237
2.6	3.25
2.25	4.5
2.6	4.333333333333333
3.0	2.5
3.25	3.0
3.6	3.375
3.25	4.333333333333333
2.25	2.5
9.0	3.0
4.333333333333333	2.6
2.7	4.333333333333333
3.25	2.25
2.25	2.5238095238095237
3.25	2.6
3.0	3.0
3.0	3.5
3.25	2.5238095238095237
3.6	2.5238095238095237
3.0	3.25
2.25	3.0
3.25	3.5
2.25	3.0
3.0	2.5
4.333333333333333	2.6
4.333333333333333	3.25
3.0	3.375
3.0	2.25
3.0	3.1176470588235294
3.25	3.25
3.0	2.25
4.333333333333333	2.5238095238095237
2.6	4.333333333333333
3.25	3.0
3.0	4.0
3.25	3.0
4.5	3.0
3.25	3.0
2.6	3.25
2.25	3.0
2.6	2.6
2.6	3.25
3.25	2.5238095238095237
2.6	3.25
3.25	2.6
3.0	3.375
3.25	4.333333333333333
3.25	5.2
2.6	3.375
2.6	2.25
3.25	3.25
2.25	3.25
3.0	2.7
4.333333333333333	2.25
3.25	4.333333333333333
3.25	3.0
2.25	3.375
3.25	3.25
3.0	2.25
2.6	4.333333333333333
3.0	3.0
2.7	2.5
2.25	2.6
2.6	4.5
3.25	3.25
2.25	3.25
3.25	2.5
2.25	3.1176470588235294
2.25	3.25
3.0	3.0
2.25	3.1176470588235294
3.25	4.333333333333333
4.333333333333333	2.5
3.25	2.6
3.0	3.25
3.25	3.1176470588235294
3.0	3.25
3.25	3.25
2.25	3.0
2.7	4.333333333333333
3.0	4.333333333333333
3.375	3.1176470588235294
3.375	3.0
3.0	2.5238095238095237
3.25	2.5
2.6	3.0
5.2	2.5238095238095237
4.333333333333333	3.3125
2.1666666666666665	3.25
2.25	4.333333333333333
2.25	3.25
3.25	3.533333333333333
3.25	3.1176470588235294
2.25	3.25
3.25	3.0
2.6	5.2
2.25	3.25
2.25	3.25
2.25	3.1176470588235294
3.25	3.0
3.25	3.3125
3.0	2.25
4.333333333333333	2.1666666666666665
3.0	3.3125
4.333333333333333	2.5
3.0	3.7857142857142856
3.25	3.25
3.0	2.5
3.25	3.25
3.25	4.333333333333333
4.333333333333333	3.25
2.25	3.25
3.25	3.25
2.25	4.5
3.25	4.333333333333333
2.6	3.25
3.25	3.25
2.25	3.375
2.25	3.0
3.375	3.25
3.25	4.333333333333333
3.25	2.5238095238095237
3.25	3.1176470588235294
4.333333333333333	3.0
3.25	3.25
2.25	3.6
3.25	3.0
3.25	3.25
2.25	3.0
3.25	3.375
3.25	3.25
3.25	4.333333333333333
2.6	2.25
3.25	3.25
3.0	2.25
3.25	2.5238095238095237
3.0	2.25
3.25	2.25
3.25	3.0
4.333333333333333	3.0
4.333333333333333	2.25
4.0	3.3125
3.25	3.7857142857142856
2.6	2.1666666666666665
4.0	4.333333333333333
2.25	2.1666666666666665
3.25	2.25
2.25	4.0
4.333333333333333	3.0
4.333333333333333	3.25
2.25	2.5
3.25	4.5
2.6	3.375
4.0	2.5
3.25	3.0
4.333333333333333	4.416666666666667
3.25	2.6
3.25	3.25
3.25	3.375
2.6	3.375
2.25	2.25
3.0	3.25
2.6	2.25
2.25	2.6
3.25	2.5
3.25	2.5238095238095237
4.333333333333333	4.5
3.25	5.0
3.25	3.0
4.333333333333333	2.25
4.333333333333333	3.25
2.6	3.0
3.375	3.0
3.25	3.0
3.0	2.7
4.0	4.5
3.25	2.25
3.25	3.375
2.6	4.416666666666667
3.25	2.6
4.5	3.75
3.0	3.5
3.0	3.0
4.0	4.333333333333333
3.0	3.7857142857142856
3.25	4.5
4.333333333333333	6.5
3.0	2.5
3.375	3.0
3.25	3.25
2.25	2.5238095238095237
3.6	3.25
4.333333333333333	2.25
3.25	3.25
4.333333333333333	2.25
3.0	3.0
3.0	2.5
2.7	2.7
4.5	5.2
3.0	2.25
3.25	3.75
3.25	3.25
3.25	4.333333333333333
2.25	4.5
2.25	3.0
4.333333333333333	3.5
3.375	3.6
3.0	3.25
3.25	2.6
3.25	4.333333333333333
3.6	2.6
2.6	4.416666666666667
3.25	3.25
3.25	2.25
2.6	3.375
3.25	3.375
2.6	3.0
2.25	2.25
3.0	2.6
3.25	3.1176470588235294
3.25	3.25
4.5	3.25
3.25	3.25
3.25	2.25
3.0	3.0
2.25	3.25
3.375	3.7857142857142856
4.333333333333333	4.333333333333333
3.25	4.0
3.6	2.25
3.25	4.416666666666667
5.2	2.25
2.25	4.416666666666667
3.25	3.0
3.25	3.0
4.333333333333333	3.375
2.6	3.375
2.25	2.25
2.25	2.6
3.0	3.0
3.25	2.1666666666666665
4.5	3.0
3.0	3.375
3.25	3.375
3.0	2.6
3.0	2.25
4.333333333333333	2.5
4.5	4.5
3.25	3.0
4.333333333333333	6.5
3.375	2.6
3.25	2.6
2.25	4.416666666666667
4.0	3.25
3.25	3.0
3.25	3.0
3.0	4.333333333333333
3.25	3.25
4.333333333333333	3.25
3.0	3.0
3.375	2.6
3.25	4.333333333333333
2.6	3.0
3.375	3.25
3.25	3.5
3.0	3.0
3.0	3.25
3.0	3.375
4.5	3.7857142857142856
3.0	5.2
3.6	4.5
4.333333333333333	3.7857142857142856
3.25	2.7
3.375	6.5
3.25	3.0
3.25	4.333333333333333
4.5	3.0
3.25	4.5
3.0	2.25
3.0	3.0
4.5	3.25
3.375	3.7857142857142856
2.25	3.7857142857142856
3.25	3.7857142857142856
3.25	3.25
3.0	3.0
5.2	3.0
3.0	4.5
3.0	3.0
3.25	5.2
6.5	3.375
4.5	3.25
3.25	4.333333333333333
3.25	3.7857142857142856
3.25	3.25
4.333333333333333	3.0
3.25	3.0
3.0	3.7857142857142856
4.333333333333333	3.0
3.25	3.75
3.0	4.5
2.6	4.5
4.5	3.0
3.0	3.25
3.0	2.1666666666666665
3.25	3.25
4.5	3.25
3.25	2.7
3.25	4.333333333333333
2.6	4.333333333333333
3.0	3.25
4.5	3.75
2.7	2.6
4.5	3.0
3.0	3.0
2.7	3.0
3.375	3.7857142857142856
3.25	4.5
3.0	2.6
3.25	3.7857142857142856
5.2	3.25
2.25	3.25
3.25	3.0
3.375	3.0
3.25	3.0
3.25	3.25
4.333333333333333	3.25
4.5	3.0
3.25	3.25
4.333333333333333	3.25
3.0	3.25
2.7	3.375
3.25	3.1176470588235294
2.7	4.5
3.0	2.6
3.25	3.1176470588235294
4.0	3.0
4.0	3.0
2.6	3.0
3.25	4.5
2.25	3.1176470588235294
2.1666666666666665	4.5
3.0	3.25
9.0	3.25
4.5	2.25
4.333333333333333	2.6
4.333333333333333	3.1176470588235294
3.25	5.0
3.0	4.0
2.6	4.0
4.5	4.5
3.25	5.2
2.6	2.25
4.5	3.0
3.25	3.25
4.333333333333333	3.25
3.25	4.0
3.375	2.25
3.0	4.333333333333333
4.333333333333333	3.0
2.6	2.25
4.5	4.5
3.25	3.0
3.25	3.5
4.5	4.333333333333333
2.7	4.333333333333333
3.25	3.5714285714285716
4.333333333333333	4.5
3.25	3.1176470588235294
3.25	3.3125
3.0	4.5
3.25	2.7
4.333333333333333	3.0
3.375	4.5
3.25	3.0
3.25	3.25
2.25	3.0
3.25	5.2
3.0	3.0
3.25	3.0
2.25	3.0
5.2	3.0
3.25	3.0
4.5	2.7
3.25	3.533333333333333
2.25	5.2
3.25	3.0
3.0	2.7
5.2	3.0
4.333333333333333	3.0
5.2	4.5
3.0	2.7
3.0	4.5
3.25	2.25
3.25	4.333333333333333
3.25	2.25
2.25	3.0
2.7	3.1176470588235294
3.25	3.0
4.0	4.5
2.6	2.25
4.5	3.1176470588235294
3.25	3.3125
3.25	3.0
3.25	3.0
3.0	3.3125
2.25	3.25
4.333333333333333	3.0
3.25	2.6
2.6	2.25
2.25	3.0
4.333333333333333	3.25
3.0	3.25
3.25	3.0
3.25	2.25
3.0	3.0
3.0	3.0
2.25	3.0
3.0	2.6
3.25	4.333333333333333
2.25	3.25
2.25	3.6
2.25	3.0
2.25	3.1176470588235294
3.0	3.0
2.7	4.5
4.333333333333333	3.0
2.6	3.5
3.25	2.25
3.0	3.1176470588235294
3.0	3.0
2.7	3.0
3.0	3.375
4.333333333333333	4.5
3.0	5.2
3.25	3.0
3.0	3.25
3.0	3.1176470588235294
3.0	4.5
3.25	3.0
3.0	3.25
2.6	3.0
4.333333333333333	2.25
4.333333333333333	3.25
3.5714285714285716	5.2
2.25	4.0
3.25	3.25
2.7	4.333333333333333
2.25	3.0
3.0	2.6
3.25	5.2
3.0	2.25
2.6	3.0
3.0	4.0
2.25	2.25
2.25	3.0
2.25	2.25
2.6	3.0
2.25	3.25
2.25	3.25
3.0	3.0
3.25	3.0
3.25	3.25
4.0	3.25
3.25	3.3125
3.0	2.25
2.25	3.0
3.25	3.0
3.0	4.0
2.7	3.25
2.25	3.25
2.25	2.6
3.25	3.25
2.6	3.3125
2.6	3.0
3.0	3.0
3.0	3.0
2.25	2.25
3.25	2.5
2.7	4.5
3.0	2.7
2.6	3.25
3.25	3.1176470588235294
3.0	3.0
3.25	2.6
3.25	3.25
3.0	2.25
